frame,mean_reward
263,26.3
398,13.5
541,14.3
650,10.9
763,11.3
878,11.5
993,11.5
1110,11.7
1260,15.0
1360,10.0
1461,10.1
1586,12.5
1711,12.5
1820,10.9
1940,12.0
2040,10.0
2181,14.1
2370,18.9
2519,14.9
2661,14.2
2990,32.9
3952,96.2
5152,120.0
6430,127.8
7971,154.1
9817,184.6
11518,170.1
13131,161.3
14787,165.6
16493,170.6
18593,210.0
