frame,mean_reward
198,19.8
359,16.1
488,12.9
613,12.5
723,11.0
828,10.5
926,9.8
1025,9.9
1139,11.4
1238,9.9
1349,11.1
1442,9.3
1538,9.6
1635,9.7
1732,9.7
1828,9.6
1918,9.0
2009,9.1
2110,10.1
2222,11.2
2331,10.9
2443,11.2
2567,12.4
2705,13.8
2826,12.1
2934,10.8
3060,12.6
3261,20.1
3832,57.1
4507,67.5
5814,130.7
7400,158.6
9305,190.5
11484,217.9
13740,225.6
15890,215.0
17984,209.4
