frame,mean_reward
187,18.7
353,16.6
487,13.4
596,10.9
705,10.9
808,10.3
916,10.8
1015,9.9
1115,10.0
1212,9.7
1321,10.9
1435,11.4
1528,9.3
1627,9.9
1724,9.7
1818,9.4
1912,9.4
2014,10.2
2111,9.7
2209,9.8
2341,13.2
2515,17.4
2698,18.3
2878,18.0
3334,45.6
5605,227.1
7988,238.3
10309,232.1
13318,300.9
15295,197.7
16722,142.7
17956,123.4
19101,114.5
