frame,mean_reward
207,20.7
347,14.0
509,16.2
618,10.9
725,10.7
851,12.6
956,10.5
1058,10.2
1168,11.0
1267,9.9
1366,9.9
1504,13.8
1602,9.8
1706,10.4
1794,8.8
1897,10.3
1990,9.3
2128,13.8
2347,21.9
2545,19.8
2700,15.5
3006,30.6
3663,65.7
4521,85.8
6180,165.9
7868,168.8
9948,208.0
11933,198.5
13917,198.4
16246,232.9
18848,260.2
