frame,mean_reward
203,20.3
325,12.2
455,13.0
573,11.8
701,12.8
825,12.4
959,13.4
1081,12.2
1178,9.7
1279,10.1
1375,9.6
1487,11.2
1592,10.5
1726,13.4
1831,10.5
1958,12.7
2072,11.4
2160,8.8
2285,12.5
2435,15.0
2549,11.4
2701,15.2
2881,18.0
3013,13.2
3249,23.6
3523,27.4
4173,65.0
4876,70.3
6451,157.5
8933,248.2
11307,237.4
13648,234.1
15806,215.8
17850,204.4
