frame,mean_reward
215,21.5
338,12.3
481,14.3
588,10.7
695,10.7
803,10.8
905,10.2
1007,10.2
1110,10.3
1228,11.8
1335,10.7
1457,12.2
1574,11.7
1684,11.0
1811,12.7
1940,12.9
2060,12.0
2190,13.0
2390,20.0
2539,14.9
2689,15.0
3008,31.9
3164,15.6
3615,45.1
4515,90.0
6599,208.4
8748,214.9
10339,159.1
11569,123.0
12768,119.9
13953,118.5
15251,129.8
16483,123.2
17717,123.4
19075,135.8
