frame,mean_reward
201,20.1
337,13.6
465,12.8
584,11.9
701,11.7
809,10.8
914,10.5
1022,10.8
1138,11.6
1265,12.7
1378,11.3
1477,9.9
1577,10.0
1674,9.7
1779,10.5
1878,9.9
1976,9.8
2084,10.8
2176,9.2
2269,9.3
2381,11.2
2473,9.2
2566,9.3
2659,9.3
2752,9.3
2852,10.0
2945,9.3
3044,9.9
3137,9.3
3233,9.6
3373,14.0
3512,13.9
3660,14.8
3861,20.1
4060,19.9
5338,127.8
7514,217.6
10315,280.1
11558,124.3
11721,16.3
11885,16.4
12096,21.1
12348,25.2
13638,129.0
16181,254.3
18272,209.1
