frame,mean_reward
228,22.8
432,20.4
645,21.3
785,14.0
899,11.4
1018,11.9
1175,15.7
1285,11.0
1380,9.5
1494,11.4
1597,10.3
1697,10.0
1803,10.6
1899,9.6
1995,9.6
2100,10.5
2241,14.1
2384,14.3
2480,9.6
2585,10.5
2721,13.6
2834,11.3
2943,10.9
3050,10.7
3164,11.4
3369,20.5
3664,29.5
3897,23.3
4489,59.2
5410,92.1
6998,158.8
9601,260.3
12320,271.9
14660,234.0
17104,244.4
18862,175.8
