frame,mean_reward
241,24.1
395,15.4
546,15.1
674,12.8
780,10.6
893,11.3
1001,10.8
1103,10.2
1204,10.1
1301,9.7
1404,10.3
1501,9.7
1595,9.4
1689,9.4
1780,9.1
1878,9.8
1970,9.2
2070,10.0
2181,11.1
2335,15.4
2481,14.6
2615,13.4
2756,14.1
2907,15.1
3383,47.6
4074,69.1
5586,151.2
7568,198.2
9988,242.0
12730,274.2
14856,212.6
16689,183.3
19140,245.1
