frame,mean_reward
328,32.8
856,52.8
1133,27.7
1295,16.2
1451,15.6
1625,17.4
1740,11.5
1875,13.5
2009,13.4
2165,15.6
2370,20.5
2556,18.6
2723,16.7
3023,30.0
3497,47.4
4977,148.0
6306,132.9
8508,220.2
11083,257.5
13534,245.1
15245,171.1
16841,159.6
18525,168.4
