frame,mean_reward
199,19.9
403,20.4
580,17.7
764,18.4
870,10.6
1024,15.4
1228,20.4
1379,15.1
1565,18.6
1718,15.3
1866,14.8
2017,15.1
2324,30.7
2628,30.4
2858,23.0
3067,20.9
3589,52.2
5478,188.9
7051,157.3
8894,184.3
10647,175.3
12509,186.2
14474,196.5
16486,201.2
18174,168.8
19698,152.4
