frame,mean_reward
226,22.6
398,17.2
535,13.7
640,10.5
750,11.0
856,10.6
968,11.2
1067,9.9
1167,10.0
1282,11.5
1380,9.8
1473,9.3
1568,9.5
1674,10.6
1785,11.1
1883,9.8
1975,9.2
2075,10.0
2172,9.7
2279,10.7
2406,12.7
2568,16.2
2721,15.3
2892,17.1
3365,47.3
4695,133.0
6824,212.9
9076,225.2
10568,149.2
11751,118.3
12918,116.7
14092,117.4
15252,116.0
16542,129.0
18234,169.2
19598,136.4
