frame,mean_reward
183,18.3
328,14.5
472,14.4
606,13.4
745,13.9
974,22.9
1085,11.1
1180,9.5
1299,11.9
1408,10.9
1522,11.4
1672,15.0
1791,11.9
1940,14.9
2071,13.1
2298,22.7
2526,22.8
2821,29.5
3367,54.6
4678,131.1
6323,164.5
8294,197.1
10472,217.8
12486,201.4
14965,247.9
17095,213.0
19036,194.1
