frame,mean_reward
298,29.8
780,48.2
1239,45.9
1366,12.7
1514,14.8
1624,11.0
1783,15.9
1916,13.3
2085,16.9
2296,21.1
2568,27.2
2859,29.1
3041,18.2
3276,23.5
3561,28.5
4424,86.3
6147,172.3
8450,230.3
11391,294.1
12836,144.5
14433,159.7
16502,206.9
18160,165.8
19424,126.4
